Transaction ID,Customer ID,Date,Amount,Product
T09784,C1418,2023-12-19,623.8732165811409,Headphones
T09785,C2317,2023-04-08,678.4740754090934,Mouse
T09786,C7359,2023-05-09,599.7541595357734,Desk
T09787,C3933,2023-09-25,274.1376962433831,Speaker
T09788,C6205,2023-03-28,999.0366207937398,Keyboard
T09789,C1288,2023-03-30,472.8979763460394,Desk
T09790,C1119,2023-12-10,394.2164642527813,Monitor
T09791,C8745,2023-08-17,13.774957524420856,Monitor
T09792,C7638,2023-05-10,573.1504634196134,Cable
T09793,C0661,2023-05-12,493.166197097291,Desk
T09794,C8908,2023-09-10,947.3654623239653,Webcam
T09795,C6923,2023-04-20,326.27297061990265,Laptop
T09796,C8105,2023-10-24,682.624961240673,Mouse
T09797,C6338,2023-10-21,633.9424803260687,Headphones
T09798,C2530,2023-08-03,792.3721300840849,Monitor
T09799,C3971,2023-11-08,797.3092806382214,Desk
T09800,C3408,2023-07-23,,Speaker
T09801,C9651,2023-01-24,869.5736236694692,Monitor
T09802,C9047,2023-04-03,126.80723258923139,Keyboard
T09803,C7417,2023-06-18,62.131788331137265,Headphones
T09804,C4761,2023-01-28,809.0961239889342,Monitor
T09805,C1898,2023-11-14,93.88726046958413,Laptop
T09806,C6365,2023-07-09,,Headphones
T09807,C8465,2023-09-23,249.7840655955451,Headphones
T09808,C4088,2023-10-12,528.5916033462664,Speaker
T09809,C9465,2023-03-04,871.5737161123234,Laptop
T09810,C4375,2023-03-28,918.772322605094,Laptop
T09811,C7608,2023-01-07,458.83061113492187,Laptop
T09812,C4020,2023-06-04,594.5870740796323,Monitor
T09813,C0816,2023-01-20,,Webcam
T09814,C7256,2023-09-09,776.114567988419,Cable
T09815,C0923,2023-12-14,625.8438271757987,Speaker
T09816,C4868,2023-02-19,252.48238283637627,Cable
T09817,C1265,2023-07-08,475.93814736800437,Cable
T09818,C3725,2023-03-08,860.4734961689725,Laptop
T09819,C2723,2023-12-31,317.7060440246575,Speaker
T09820,C5356,2023-07-21,153.7854368956722,Mouse
T09821,C2551,2023-04-09,162.87949054073925,Headphones
T09822,C5320,2023-05-29,774.7785343981864,Chair
T09823,C6687,2023-06-09,173.28400203019288,Mouse
T09824,C1674,2023-10-31,54.52429445596459,Speaker
T09825,C4588,2023-06-15,855.668618457431,Monitor
T09826,C5354,2023-01-28,934.539040708144,Monitor
T09827,C6858,,986.4248313367593,Chair
T09828,C1667,2023-11-22,371.85350078025516,Keyboard
T09829,C4512,2023-11-10,910.374182695995,Mouse
T09830,C6173,2023-07-17,162.74747673852792,Chair
T09831,C1385,2023-07-28,992.9633200493511,Mouse
T09832,C4404,2023-09-23,26.81829360762395,Laptop
T09833,C3955,2023-09-15,352.8805654019339,Mouse
T09834,C6306,2023-09-14,747.2161278428915,Mouse
T09835,C8253,2023-12-02,605.8553303679325,Desk
T09836,C7239,2023-12-12,405.7524127631851,Chair
T09837,C6982,2023-08-21,86.87121508594733,Speaker
T09838,C6027,2023-07-23,952.5020844853022,Mouse
T09839,C6610,2023-03-14,855.4735797013878,Headphones
T09840,C8665,2023-01-13,,Mouse
T09841,C0959,2023-03-12,754.9938972912349,Desk
T09842,C8725,2023-01-01,174.8977199350907,Headphones
T09843,C0494,2023-06-08,963.9390665167848,Mouse
T09844,C7043,2023-08-04,75.84168293229361,Cable
T09845,C0082,,191.75637452011568,Headphones
T09846,C7000,2023-11-08,774.9619574562918,Headphones
T09847,C2971,2023-01-04,26.90650733166871,Monitor
T09848,C0012,2023-09-10,877.615555850437,Desk
T09849,C7825,2023-10-11,268.4476961554699,Headphones
T09850,C0762,2023-10-27,862.6249185789127,Cable
T09851,C3186,2023-01-30,476.9370642412391,Chair
T09852,C0026,,,Laptop
T09853,C1807,2023-04-16,544.7288702533107,Laptop
T09854,C6652,2023-05-02,,Speaker
T09855,C5665,2023-07-15,539.8560590526756,Desk
T09856,C5155,2023-07-22,901.4685571625637,Keyboard
T09857,C5825,2023-09-17,755.474592972687,Chair
T09858,C3660,2023-09-24,132.73305388318303,Cable
T09859,C1526,2023-08-29,55.634833657917305,Keyboard
T09860,C0761,2023-02-22,368.08449020326765,Cable
T09861,C0595,2023-05-04,707.0115374518836,Speaker
T09862,C7193,2023-03-29,858.4950751809324,Keyboard
T09863,C1056,2023-11-06,862.0435805143962,Headphones
T09864,C3084,2023-09-01,77.24325360297419,Mouse
T09865,C3676,2023-12-06,807.2298144381567,Mouse
T09866,C9651,2023-02-14,294.976889594256,Desk
T09867,C5958,2023-03-05,,Desk
T09868,C5256,2023-07-05,501.4566900185786,Monitor
T09869,C9412,2023-01-13,159.86468640943048,Webcam
T09870,C4229,2023-07-28,992.8806099453036,Speaker
T09871,C4182,2023-02-21,212.36464478438998,Laptop
T09872,C9692,2023-12-04,281.0049717605166,Monitor
T09873,C1831,2023-04-17,533.2308807735714,Headphones
T09874,C3396,2023-01-09,36.23766441890049,Speaker
T09875,C1204,2023-04-22,828.0179498491847,Monitor
T09876,C2811,2023-04-30,457.4622680648266,Webcam
T09877,C3093,2023-03-08,357.55867068957167,Chair
T09878,C3045,2023-03-23,445.6231837693317,Cable
T09879,C6072,2023-07-21,969.5144167842191,Desk
T09880,C7273,2023-07-04,497.5944593651595,Webcam
T09881,C4674,2023-12-23,755.3674252988428,Webcam
T09882,C3515,2023-06-06,25.038954334366007,Laptop
T09883,C9991,2023-04-26,757.9685116459943,Speaker
T09884,C6193,2023-04-24,103.88304106187874,Mouse
T09885,C0145,2023-05-13,795.7358734488037,Speaker
T09886,C7508,2023-09-05,919.2059521063585,Chair
T09887,C4858,2023-04-21,241.62857351287636,Headphones
T09888,C1378,2023-08-20,284.4067170039386,Cable
T09889,C3147,2023-02-28,809.9769569844409,Speaker
T09890,C5025,2023-10-18,786.8662919140603,Laptop
T09891,C0794,2023-09-18,795.0757965788371,Webcam
T09892,C9794,2023-02-19,809.9346597700742,Webcam
T09893,C5757,2023-11-12,,Desk
T09894,C4415,2023-09-28,950.849232255245,Keyboard
T09895,C1111,2023-12-30,899.4621379849717,Keyboard
T09896,C5673,2023-04-13,136.43970096651935,Mouse
T09897,C4054,2023-06-01,51.781530351946756,Keyboard
T09898,C3938,2023-01-21,918.8021629284829,Mouse
T09899,C3964,,222.65869667793464,Laptop
T09900,C4943,2023-07-30,743.7160903756819,Webcam
T09901,C5898,2023-03-23,665.6351173460571,Speaker
T09902,C8975,2023-01-10,727.6574199686871,Headphones
T09903,C1117,,621.6292174767397,Keyboard
T09904,C1751,2023-05-31,293.47177400195335,Cable
T09905,C4028,2023-06-22,598.0846437304506,Keyboard
T09906,C5746,,536.616250127841,Laptop
T09907,C5065,2023-09-07,313.2495471673242,Desk
T09908,C9680,2023-11-13,,Desk
T09909,C5939,2023-04-28,650.7037196927723,Speaker
T09910,C3398,2023-05-14,837.4030572335031,Keyboard
T09911,C8266,2023-01-18,598.3660136394298,Desk
T09912,C1360,2023-12-13,443.24572060060046,Headphones
T09913,C9284,2023-09-12,131.32982091480346,Chair
T09914,C4854,2023-06-17,,Chair
T09915,C1942,2023-01-17,96.85297139158673,Laptop
T09916,C3149,2023-01-10,77.44141659236462,Chair
T09917,C7934,2023-08-18,173.09093516114757,Chair
T09918,C9437,2023-01-31,904.7865612770363,Monitor
T09919,C1286,2023-08-03,159.25328548475713,Laptop
T09920,C6475,2023-11-02,201.28842153350257,Webcam
T09921,C0771,2023-12-06,616.6168357210904,Webcam
T09922,C1844,2023-05-31,,Speaker
T09923,C0074,2023-02-14,838.0164815288309,Webcam
T09924,C1661,2023-07-26,237.41883632922784,Mouse
T09925,C4350,2023-05-19,488.55718072603526,Speaker
T09926,C7103,2023-11-30,118.01189794374471,Cable
T09927,C8001,2023-09-26,591.3212137025976,Chair
T09928,C9012,2023-08-02,606.2803398208055,Desk
T09929,C3819,2023-06-11,849.2872019856475,Cable
T09930,C0332,2023-12-23,336.9848223913297,Headphones
T09931,C1422,2023-07-22,304.9317559882722,Laptop
T09932,C7513,2023-01-10,952.7830176468855,Chair
T09933,C6891,2023-12-16,455.5951960498944,Mouse
T09934,C4932,2023-03-17,,Speaker
T09935,C9884,2023-08-22,610.0551126696798,Headphones
T09936,C6026,2023-08-21,151.7452536990999,Keyboard
T09937,C4409,2023-08-14,392.35468722842893,Webcam
T09938,C5114,2023-08-05,464.40145523343625,Chair
T09939,C8420,2023-10-19,884.5302409013784,Keyboard
T09940,C2882,2023-01-04,729.4714876007737,Cable
T09941,C2866,2023-05-29,397.27166881682336,Mouse
T09942,C2576,2023-07-08,470.547399737664,Monitor
T09943,C6186,2023-04-04,942.7838325183383,Mouse
T09944,C8657,2023-02-07,838.6135869330138,Webcam
T09945,C5742,2023-03-17,126.32019049038374,Desk
T09946,C0278,2023-10-22,365.16919687124573,Keyboard
T09947,C0066,2023-03-30,468.38496007428853,Mouse
T09948,C4263,2023-11-06,209.80443646793196,Keyboard
T09949,C5705,2023-11-14,137.55258016997988,Keyboard
T09950,C8595,2023-10-02,324.36316146875123,Laptop
T09951,C7990,2023-01-02,665.1035048980264,Cable
T09952,C6256,2023-05-30,959.1855814822597,Monitor
T09953,C7442,2023-04-04,975.5662678938907,Speaker
T09954,C4693,2023-11-09,877.0745204830351,Webcam
T09955,C4420,2023-04-10,713.6924406091284,Chair
T09956,C7961,2023-09-16,84.11646024704547,Headphones
T09957,C6079,2023-10-06,25.701167879714532,Mouse
T09958,C1438,2023-01-04,33.51944834817476,Monitor
T09959,C8621,2023-03-19,108.90233644743014,Speaker
T09960,C7033,2023-07-17,468.97849745355603,Mouse
T09961,C5732,2023-11-22,28.34548854497936,Keyboard
T09962,C3379,2023-06-14,361.7713076906593,Speaker
T09963,C8585,2023-01-07,952.4183059648848,Chair
T09964,C6348,2023-01-01,565.4339162333378,Webcam
T09965,C6402,2023-03-29,609.7745409675304,Monitor
T09966,C6630,2023-06-29,495.6586818737027,Keyboard
T09967,C4542,,981.8319446671745,Headphones
T09968,C7877,2023-05-14,175.32946448574285,Chair
T09969,C8534,2023-04-20,975.7992492366824,Desk
T09970,C8325,2023-05-05,472.3568335440046,Chair
T09971,C0265,2023-07-26,926.0845674702969,Headphones
T09972,C9878,2023-10-28,644.2283882013317,Keyboard
T09973,C1435,,210.49173548298685,Desk
T09974,C5328,2023-04-13,,Headphones
T09975,C5098,2023-04-21,141.74137720617333,Cable
T09976,C1661,2023-03-11,813.7175574642428,Monitor
T09977,C5693,2023-04-20,44.81448709500324,Headphones
T09978,C2355,2023-08-12,151.327378575769,Keyboard
T09979,C8458,2023-08-12,365.52707493557534,Speaker
T09980,C6462,2023-08-07,74.44434249157386,Chair
T09981,C9329,2023-08-27,820.1967130842152,Keyboard
T09982,C7045,2023-04-29,456.9592598223567,Laptop
T09983,C5498,2023-11-27,622.7203329677478,Laptop
T09984,C4550,2023-08-02,110.1998632400129,Keyboard
T09985,C6335,2023-02-05,16.868711208417267,Cable
T09986,C6011,2023-12-09,981.5254100353794,Chair
T09987,C4927,2023-12-23,152.79003140553428,Chair
T09988,C9583,2023-10-06,831.7108294053987,Monitor
T09989,C9305,2023-09-13,644.2421307068107,Speaker
T09990,C6066,2023-06-04,807.4305890062029,Monitor
T09991,C2180,2023-09-28,606.3387039837004,Mouse
T09992,C4968,2023-02-11,395.1864731402208,Speaker
T09993,C0635,2023-01-29,533.548588108293,Chair
T09994,C3632,2023-07-02,539.1033042392215,Laptop
T09995,C9592,2023-07-22,186.59005646342632,Desk
T09996,C4678,,,Webcam
T09997,C2219,2023-11-23,183.15525068915738,Desk
T09998,C1390,2023-11-27,546.2095057883305,Desk
T09999,C4277,2023-02-23,675.4409938279526,Webcam
T10000,C1250,2023-08-10,813.4000631384423,Mouse
T10001,C7641,2023-12-18,547.9429824010243,Desk
T10002,C5713,2023-12-26,618.3498527019839,Chair
T10003,C1246,2023-02-06,730.0580227049936,Chair
T10004,C8246,2023-07-24,369.26588355727034,Desk
T10005,C0443,2023-10-07,56.34078314439163,Webcam
T10006,C6977,2023-02-24,302.8384754033949,Laptop
T10007,C4676,2023-08-11,127.1676539676819,Monitor
T10008,C7954,2023-04-18,762.5233140123202,Chair
T10009,C4378,2023-07-25,815.8185517523518,Speaker
T10010,C7059,2023-06-21,969.031180163937,Webcam
T10011,C0823,2023-03-31,605.5241673187082,Monitor
T10012,C2940,2023-01-06,481.5235781347504,Keyboard
T10013,C7097,2023-10-14,941.5257842979508,Chair
T10014,C5766,2023-06-20,920.3268334293471,Speaker
T10015,C1032,2023-12-29,,Desk
T10016,C0563,2023-09-25,776.0843656726353,Laptop
T10017,C0341,2023-07-12,206.7338264782689,Speaker
T10018,C4568,2023-09-01,519.7137389783113,Mouse
T10019,C7863,2023-06-29,,Laptop
T10020,C2297,2023-09-05,825.3253628807012,Desk
T10021,C0235,2023-03-11,891.1885845753493,Keyboard
T10022,C5203,2023-08-09,407.27800183621156,Keyboard
T10023,C9309,2023-01-30,484.0237965286455,Laptop
T10024,C9610,2023-04-29,238.45498140297394,Webcam
T10025,C1292,2023-07-24,879.2529608228537,Cable
T10026,C4728,2023-08-10,147.42046798707298,Keyboard
T10027,C8721,2023-05-06,917.9509180755198,Speaker
T10028,C2940,2023-02-24,,Keyboard
T10029,C5436,2023-02-08,252.6332268881967,Headphones
T10030,C6982,2023-12-04,431.8642228262479,Cable
T10031,C5393,2023-09-19,110.5947634612662,Cable
T10032,C9522,2023-07-03,,Monitor
T10033,C7973,2023-01-08,,Desk
T10034,C1234,2023-11-07,655.4862692500114,Laptop
T10035,C9946,2023-12-27,173.47322177815371,Webcam
T10036,C2801,2023-01-16,556.633940140796,Cable
T10037,C2776,2023-03-05,,Headphones
T10038,C6045,2023-09-10,862.0802151420121,Desk
T10039,C3488,2023-01-11,747.6297671384618,Monitor
T10040,C7384,2023-03-29,371.6228074312879,Headphones
T10041,C3851,2023-07-30,979.7235619750362,Keyboard
T10042,C4998,2023-01-04,818.5763033598059,Monitor
T10043,C0891,,843.0329414347715,Keyboard
T10044,C5921,2023-09-28,851.9163077103412,Chair
T10045,C1189,2023-12-26,734.786867382018,Monitor
T10046,C5645,2023-03-09,509.24272256127233,Desk
T10047,C0741,2023-12-03,,Mouse
T10048,C1370,2023-01-09,763.5042754487386,Chair
T10049,C9582,2023-01-25,491.0419998568576,Speaker
T10050,C2001,2023-03-06,901.2914774970596,Speaker
T10051,C1472,2023-04-14,,Cable
T10052,C1537,2023-03-07,781.6501746723613,Cable
T10053,C0319,2023-07-02,246.8614187616448,Monitor
T10054,C5154,2023-06-22,474.561102930791,Keyboard
T10055,C1895,2023-10-16,,Headphones
T10056,C7992,2023-01-22,,Speaker
T10057,C9468,2023-02-11,532.0378889232159,Webcam
T10058,C8593,2023-07-23,,Chair
T10059,C5936,2023-06-04,331.61694883645123,Webcam
T10060,C0724,2023-01-11,219.98121883891048,Desk
T10061,C2330,2023-10-25,435.66773361470416,Keyboard
T10062,C9328,2023-03-19,641.5116716184071,Cable
T10063,C2771,2023-04-14,150.68694941286915,Desk
T10064,C7546,2023-10-05,400.6296337261351,Monitor
T10065,C4847,,551.1320957089063,Chair
T10066,C0268,2023-07-26,799.7721710458918,Webcam
T10067,C0570,2023-09-08,626.2249884390459,Webcam
T10068,C1974,2023-08-13,825.4627345111784,Monitor
T10069,C8738,2023-02-26,79.13808362269799,Webcam
T10070,C2823,2023-12-05,194.33728552754127,Desk
T10071,C4461,2023-10-14,926.2359993481709,Desk
T10072,C0271,2023-10-01,665.8123894646302,Chair
T10073,C7642,2023-06-17,417.6102494956945,Mouse
T10074,C8931,2023-12-23,369.02031350254316,Cable
T10075,C6681,2023-06-22,750.2891376195425,Cable
T10076,C1258,2023-04-08,888.2916791691198,Monitor
T10077,C8251,2023-12-08,538.2514611772045,Speaker
T10078,C5371,2023-09-17,141.31627022383225,Headphones
T10079,C4859,2023-06-22,869.2018982578879,Desk
T10080,C8582,2023-06-23,408.7851070427084,Webcam
T10081,C8911,2023-07-31,892.8682978022218,Headphones
T10082,C7000,2023-07-14,771.3004894635304,Chair
T10083,C0121,,331.78749612135914,Headphones
T10084,C6909,2023-09-29,120.53519174963837,Speaker
T10085,C2304,2023-11-03,514.5560751891458,Cable
T10086,C4862,2023-11-04,89.84484124299783,Headphones
T10087,C2912,2023-05-17,829.6196311336672,Webcam
T10088,C8992,2023-03-24,65.92651209555382,Monitor
T10089,C7237,2023-02-13,943.2463231289889,Keyboard
T10090,C5566,2023-07-26,,Monitor
T10091,C6532,2023-04-27,488.14318266853735,Chair
T10092,C1110,2023-01-05,844.2750260104127,Chair
T10093,C6930,2023-08-09,551.5203080220227,Speaker
T10094,C1251,2023-10-10,428.2394181534093,Mouse
T10095,C8178,2023-04-24,211.85588381727945,Monitor
T10096,C1650,2023-09-07,,Monitor
T10097,C7352,2023-10-28,505.11816145412536,Laptop
T10098,C5912,2023-03-31,510.9797785966234,Mouse
T10099,C9538,2023-01-28,262.11727838949776,Headphones
T10100,C2957,2023-02-01,152.16945007050333,Desk
T10101,C5829,,323.12011766352276,Webcam
T10102,C4995,2023-11-05,807.2454000292223,Chair
T10103,C6437,2023-03-12,630.481515792381,Mouse
T10104,C8677,2023-09-09,358.5477928442541,Laptop
T10105,C7615,2023-01-30,302.78593861656697,Chair
T10106,C8995,,13.661866803683004,Cable
T10107,C1716,2023-11-05,40.49140196950539,Speaker
T10108,C8151,2023-06-08,485.57711183147615,Headphones
T10109,C3484,2023-01-09,263.7691960099017,Monitor
T10110,C7676,2023-11-19,937.4500993358075,Monitor
T10111,C1758,2023-06-05,561.6287899286373,Keyboard
T10112,C1810,2023-08-02,,Desk
T10113,C5540,2023-06-03,211.03528577844332,Monitor
T10114,C6049,2023-03-24,,Monitor
T10115,C9863,,834.8617865116947,Monitor
T10116,C1152,2023-01-10,613.3184294464113,Desk
T10117,C5493,2023-12-02,712.1299689829584,Keyboard
T10118,C6712,2023-10-07,556.599565302973,Headphones
T10119,C6303,,363.90863675862676,Mouse
T10120,C4748,2023-06-29,295.617108836606,Laptop
T10121,C8403,2023-03-31,104.32518964517664,Cable
T10122,C4682,2023-05-09,88.93085979666398,Laptop
T10123,C2508,2023-11-05,455.6025717774711,Laptop
T10124,C2964,2023-04-17,299.5719894832768,Webcam
T10125,C3429,2023-10-07,583.2654644771648,Monitor
T10126,C7495,2023-10-10,711.6324689619952,Desk
T10127,C3956,2023-04-17,658.0162553350328,Headphones
T10128,C3706,2023-06-04,884.3063298133544,Laptop
T10129,C4039,2023-12-10,,Cable
T10130,C9245,2023-08-20,400.3829037140394,Mouse
T10131,C0714,2023-10-22,367.0720330521388,Mouse
T10132,C7261,2023-11-29,69.77694802165917,Laptop
T10133,C7012,2023-03-25,555.954457390898,Laptop
T10134,C8880,2023-12-24,681.7170775117587,Mouse
T10135,C8522,2023-03-17,325.1378735580842,Chair
T10136,C1747,2023-09-18,847.9308482948429,Keyboard
T10137,C1208,2023-12-03,367.9458459745446,Speaker
T10138,C0785,2023-08-18,363.6751534113272,Mouse
T10139,C2697,2023-09-29,324.1027880162718,Headphones
T10140,C7074,2023-08-09,103.19352521822339,Keyboard
T10141,C5037,2023-06-30,993.4576870555071,Speaker
T10142,C7128,2023-07-21,488.7024871495586,Keyboard
T10143,C3719,2023-10-12,940.2626822972699,Headphones
T10144,C5776,2023-04-28,579.0855825740854,Webcam
T10145,C7911,2023-04-27,869.7834908640796,Desk
T10146,C2694,2023-07-16,606.3070858184299,Headphones
T10147,C0626,2023-07-13,651.6384478208017,Monitor
T10148,C3709,2023-10-19,951.2126212884623,Headphones
T10149,C6860,2023-04-14,764.4944571379386,Webcam
T10150,C8954,2023-06-23,186.43376171806105,Mouse
T10151,C7693,2023-10-28,661.477418108225,Desk
T10152,C6399,2023-04-13,345.84318117479995,Chair
T10153,C7253,2023-01-09,412.5179856030854,Monitor
T10154,C1556,2023-06-13,869.9652046549796,Webcam
T10155,C8868,2023-01-05,854.6524165329803,Laptop
T10156,C4188,2023-12-01,359.75449501781435,Laptop
T10157,C7768,2023-11-25,908.4328665426301,Monitor
T10158,C0037,2023-03-30,479.04364370965243,Chair
T10159,C1788,2023-06-27,292.4829411809833,Laptop
T10160,C6284,2023-10-11,53.419398886326505,Laptop
T10161,C8061,,316.7586625967582,Laptop
T10162,C8066,2023-06-24,768.861973090512,Monitor
T10163,C3881,,485.7492899984808,Speaker
T10164,C5933,2023-04-25,223.22034137254877,Headphones
T10165,C8329,2023-04-07,482.15131905669045,Webcam
T10166,C6334,2023-06-15,909.9078151920089,Desk
T10167,C5760,2023-05-16,299.90949099160565,Chair
T10168,C6486,2023-06-13,690.449406208463,Chair
T10169,C5068,2023-12-29,141.37484786055273,Cable
T10170,C0662,2023-07-21,874.5542770052235,Speaker
T10171,C7974,2023-06-18,513.7453173991221,Monitor
T10172,C6387,2023-05-16,292.2465151456006,Mouse
T10173,C7888,2023-06-07,854.064848582065,Mouse
T10174,C0415,2023-10-28,150.5447750292967,Mouse
T10175,C6851,2023-08-15,359.27961738646616,Speaker
T10176,C8535,2023-10-29,,Monitor
T10177,C2730,,872.694277869871,Desk
T10178,C3898,2023-09-29,443.5107842430543,Chair
T10179,C2170,2023-11-20,300.7865906046827,Webcam
T10180,C1879,2023-02-19,857.3888312876354,Chair
T10181,C6455,2023-11-20,904.6045857972284,Headphones
T10182,C4571,2023-01-02,106.0389619037127,Mouse
T10183,C1516,2023-11-27,606.0279883147595,Webcam
T10184,C0575,2023-03-16,559.5679551683726,Webcam
T10185,C2868,2023-09-04,835.400615620584,Laptop
T10186,C3545,,509.7544448809757,Monitor
T10187,C4478,2023-08-18,101.27982799486193,Headphones
T10188,C0072,2023-08-30,972.729514935332,Cable
T10189,C2981,2023-07-07,552.0223277713545,Desk
T10190,C9310,,639.616945353374,Monitor
T10191,C5493,2023-04-07,61.45794428860755,Desk
T10192,C9552,2023-12-31,803.0565776475005,Headphones
T10193,C4760,2023-06-14,904.8594625376295,Cable
T10194,C9708,2023-06-26,296.9538609192439,Monitor
T10195,C8085,2023-04-27,294.55960926603365,Speaker
T10196,C0040,2023-07-29,,Laptop
T10197,C9575,2023-09-30,549.7664279057474,Headphones
T10198,C5374,2023-11-23,31.19186876276818,Laptop
T10199,C7566,2023-02-20,136.74499384412155,Cable
T10200,C1901,2023-09-22,615.7575491978253,Laptop
T10201,C2218,2023-03-05,490.2651658783164,Headphones
T10202,C4797,2023-12-07,747.310252348981,Keyboard
T10203,C4607,,745.0257711949756,Speaker
T10204,C1284,2023-12-15,440.1338545530927,Mouse
T10205,C8776,2023-10-25,678.7256649865487,Speaker
T10206,C8651,2023-08-25,861.3682534507275,Laptop
T10207,C0816,2023-08-13,601.0858050806361,Keyboard
T10208,C2512,2023-04-27,968.7417482111449,Webcam
T10209,C0247,2023-09-07,993.7306735322223,Cable
T10210,C4826,2023-03-11,518.08321545995,Headphones
T10211,C6517,2023-12-11,267.8120661707739,Speaker
T10212,C0417,2023-02-04,790.1618271811824,Cable
T10213,C6703,2023-09-30,182.34799560444083,Chair
T10214,C3718,2023-02-13,776.1814050883244,Desk
T10215,C0108,2023-12-26,449.24583735463244,Monitor
T10216,C9031,2023-12-11,780.9132939170144,Chair
T10217,C4514,2023-04-17,305.00159977033803,Keyboard
T10218,C1422,2023-08-17,460.0512553477275,Speaker
T10219,C7284,,,Headphones
T10220,C0256,2023-02-13,346.1792349801351,Keyboard
T10221,C7249,2023-02-18,412.95427513309045,Mouse
T10222,C9030,2023-03-01,579.4914627542888,Mouse
T10223,C2963,2023-09-15,645.475728753547,Speaker
T10224,C2283,2023-03-06,196.8841420519211,Monitor
T10225,C8745,2023-04-24,615.7026664480316,Mouse
T10226,C8373,2023-09-16,486.81893652118566,Desk
T10227,C1478,2023-12-15,792.7685359878081,Headphones
T10228,C8763,2023-06-11,655.8164488383744,Mouse
T10229,C4953,2023-06-13,504.40464159567307,Webcam
T10230,C5881,2023-01-15,860.9840258639715,Monitor
T10231,C9920,2023-02-06,604.2272669418711,Speaker
T10232,C5593,2023-05-18,474.0890565371829,Headphones
T10233,C7092,,203.23633856187573,Speaker
T10234,C0592,2023-11-02,,Mouse
T10235,C6278,2023-02-15,157.00921731794793,Headphones
T10236,C2261,2023-04-16,823.8755646946553,Desk
T10237,C0348,2023-03-22,45.45350867616789,Webcam
T10238,C8358,2023-10-30,968.9032606631386,Monitor
T10239,C5033,2023-10-01,594.8055406325451,Mouse
T10240,C4444,2023-04-23,121.83397290761185,Monitor
T10241,C8775,2023-07-27,813.6941043042433,Mouse
T10242,C6870,,876.8969395918463,Desk
T10243,C5697,2023-12-31,374.348244182632,Cable
T10244,C3039,2023-08-29,369.56525712582294,Desk
T10245,C2846,2023-03-30,848.115231246921,Headphones
T10246,C7865,2023-07-02,490.38764187369986,Laptop
T10247,C6610,2023-09-29,517.0257796009864,Monitor
T10248,C1266,2023-09-12,892.133266329682,Chair
T10249,C2275,2023-12-10,137.90547039491315,Headphones
T10250,C2471,2023-09-02,886.0664652070576,Webcam
T10251,C2578,2023-09-25,927.3934954382725,Desk
T10252,C3661,2023-04-09,23.385541887382132,Speaker
T10253,C1069,2023-02-28,685.4047794696709,Laptop
T10254,C5592,2023-03-14,289.5655460956928,Keyboard
T10255,C5975,2023-04-22,568.9508011513273,Laptop
T10256,C4830,2023-06-14,652.4790791815351,Chair
T10257,C1951,2023-10-15,587.7701151348257,Headphones
T10258,C8284,2023-07-30,682.2566590753726,Chair
T10259,C3094,2023-01-22,562.3497917866534,Headphones
T10260,C5312,,744.4358741891181,Monitor
T10261,C1388,2023-03-24,541.5137511343088,Desk
T10262,C4275,2023-08-30,210.99952568712877,Desk
T10263,C2286,2023-01-12,207.0792496187009,Laptop
T10264,C3207,2023-01-05,653.9751558781111,Keyboard
T10265,C2925,2023-10-09,513.3718525469462,Desk
T10266,C7046,2023-04-26,364.8118499262825,Mouse
T10267,C8472,2023-12-13,571.6951996346293,Headphones
T10268,C1619,,987.1545771130569,Monitor
T10269,C8563,2023-07-08,634.1487029932741,Cable
T10270,C5897,2023-05-16,696.7754696102238,Laptop
T10271,C7844,2023-12-02,672.3378865776807,Desk
T10272,C9896,2023-02-27,698.1982617856215,Webcam
T10273,C7064,2023-06-22,203.33958684052726,Cable
T10274,C8496,2023-07-12,139.79731043488644,Monitor
T10275,C1349,2023-01-05,,Chair
T10276,C5557,2023-06-08,248.13649658342166,Webcam
T10277,C5290,2023-10-06,19.019854023609135,Keyboard
T10278,C2423,2023-05-20,305.824247773173,Webcam
T10279,C3629,2023-01-04,469.4992883792081,Chair
T10280,C2429,2023-10-20,275.94490836214857,Webcam
T10281,C3034,2023-03-16,102.5275715209616,Keyboard
T10282,C6158,2023-08-22,258.50540594720815,Keyboard
T10283,C8861,2023-04-14,89.67870906975048,Chair
T10284,C8692,2023-05-17,540.756965303266,Desk
T10285,C7814,2023-10-09,688.4116173185923,Speaker
T10286,C1415,2023-08-19,715.8728462674293,Chair
T10287,C6709,2023-10-10,791.9392000117768,Cable
T10288,C8722,2023-08-26,60.78605146653063,Chair
T10289,C6636,2023-08-23,746.4514753139885,Webcam
T10290,C3622,2023-07-09,748.6176594034226,Laptop
T10291,C5316,2023-06-27,512.6063318917994,Monitor
T10292,C0755,2023-12-11,604.8345540244718,Desk
T10293,C2348,2023-12-04,679.9033291559595,Chair
T10294,C0727,2023-08-10,502.04707476564056,Monitor
T10295,C4924,2023-08-02,991.5537091600916,Keyboard
T10296,C2650,2023-08-01,58.2492179720917,Webcam
T10297,C2816,2023-12-25,122.40078945886644,Monitor
T10298,C9067,2023-04-03,282.59516372630674,Monitor
T10299,C3280,2023-02-15,576.8842060032473,Cable
T10300,C2985,2023-09-12,923.8024951557978,Laptop
T10301,C3808,2023-07-10,963.8512302208932,Cable
